CLOSEDATE,Company_House_Number,LEGALNAME,LIVE,NAME,OPENDATE,UKPRN,URN,DataSourcePath,DataSourceId
05/11/2007,04478384,CHARLIE STERLING LIMITED,FALSE,null,18/04/2007,10000328,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
29/07/2014,03337237,AQUILA TRAINING & EDUCATION SERVICES LTD,FALSE,Aquila Training & Education Services,27/06/2014,10000329,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,null,AQUINAS COLLEGE,TRUE,null,14/07/2026,10000330,130514,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
28/10/2010,02684154,CARILLION SERVICES 2006 LIMITED,FALSE,null,18/04/2007,10000331,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
09/07/2007,03283747,ARAB WOMEN GROUP (UK) LIMITED,FALSE,null,18/04/2007,10000332,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
12/11/2010,05029340,ARABIC SCHOOL LIMITED,FALSE,Arabic Language School,27/03/2007,10000333,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,04070377,THE ARBORICULTURAL ASSOCIATION,TRUE,null,23/12/2025,10000334,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,01658354,THE ASSOCIATION FOR REAL CHANGE,TRUE,ARC,23/06/2025,10000335,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
02/09/2010,05413473,ARC TRAINING SERVICES (UK) LIMITED,FALSE,null,27/03/2007,10000336,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,02357520,HONEYCOMB CHARITABLE SERVICES LTD,TRUE,null,26/04/2026,10000337,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,02812012,ARCH INITIATIVES,TRUE,null,18/02/2024,10000338,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,null,ARCHBISHOP BECK CATHOLIC COLLEGE,TRUE,null,01/05/2026,10000339,104717,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
09/12/2025,null,ARCHBISHOP BLANCH COFE HIGH SCHOOL,FALSE,null,09/10/2025,10000340,104705,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
19/01/2011,null,THE ARCHBISHOP GRIMSHAW CATHOLIC SCHOOL,FALSE,null,26/06/2009,10000341,104120,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
20/06/2019,null,ARCHBISHOP ILSLEY CATHOLIC SCHOOL,FALSE,null,08/04/2019,10000342,103541,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
17/09/2007,null,ARCHBISHOP MICHAEL RAMSEY TECHNOLOGY COLLEGE,FALSE,null,29/07/2005,10000343,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,null,ARCHBISHOP TENISON'S COFE HIGH SCHOOL,TRUE,null,10/10/2025,10000344,101811,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
11/01/2019,null,ARCHBISHOP TENISON'S SCHOOL,FALSE,null,04/10/2018,10000345,100640,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
12/08/2019,null,ARCHERS COURT MATHS AND COMPUTING COLLEGE,FALSE,null,12/08/2019,10000346,118808,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
30/07/2009,01941116,ARCHON 2000,FALSE,null,18/04/2007,10000347,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
23/09/2019,04865127,ARCHWAY ACADEMY,FALSE,null,23/07/2019,10000348,135406,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,null,ARCHWAY SCHOOL,TRUE,null,14/07/2026,10000349,115723,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,03010116,ARDEN COLLEGE,TRUE,null,20/05/2026,10000350,131935,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
30/11/2006,03779971,ARDINGLY COLLEGE LIMITED,FALSE,null,29/09/2006,10000351,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,NI021680,ARDS BUSINESS CENTRE LTD,TRUE,null,08/04/2026,10000352,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
12/05/2008,03482224,ARENA LEARNING LIMITED,FALSE,null,18/04/2007,10000353,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,01751129,ARFON DWYFOR TRAINING LIMITED,TRUE,Arfon Dwyfor Training (WBL) Limited,05/09/2024,10000354,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
10/10/2013,SC171992,ARGYLL GREEN WOODWORKERS ASSOCIATION TRUST,FALSE,null,01/12/2011,10000355,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,SC131051,ARGYLL TRAINING LIMITED,TRUE,null,23/06/2025,10000356,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
21/09/2017,03987132,ARIADNE ASSOCIATES LIMITED,FALSE,null,16/07/2017,10000357,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
06/07/2012,04127351,ARIAN ASSOCIATES LIMITED,FALSE,null,02/12/2011,10000358,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,02113575,ARIEL TRUST LIMITED,TRUE,null,05/12/2025,10000359,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
07/10/2009,03299736,ARISTA DEVELOPMENT & CONSULTANCY LIMITED,FALSE,Arista,15/05/2008,10000360,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
20/01/2015,04440840,ARKH (ASYLUM SEEKERS AND REFUGEES KINGSTON UPON HULL),FALSE,null,16/12/2014,10000361,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,02518468,ALLIED ROOFING AND CONSTRUCTION LIMITED,TRUE,Arm Training Services,02/02/2026,10000362,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,NI018275,ARMAGH BUSINESS CENTRE LIMITED,TRUE,null,08/04/2026,10000363,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,04583523,ARMSTRONG WILSON ASSOCIATES LIMITED,TRUE,null,21/01/2026,10000364,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,00207732,ZENTIA LIMITED,TRUE,null,17/07/2026,10000365,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
06/04/2011,null,THE ARNEWOOD SCHOOL,FALSE,null,29/07/2005,10000366,116495,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
11/04/2019,null,ARNOLD HILL SCHOOL AND TECHNOLOGY COLLEGE,FALSE,null,14/08/2006,10000367,122847,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
19/12/2013,00331031,AKS BLACKPOOL,FALSE,null,06/11/2013,10000368,119839,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,00347103,ARRIVA LIMITED,TRUE,null,18/07/2026,10000369,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
18/10/2011,null,ARROW VALE COMMUNITY HIGH SCHOOL - A SPECIALIST SPORTS COLLEGE,FALSE,null,03/08/2010,10000370,116946,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,03801729,THE ART ACADEMY,TRUE,Art Academy London,17/07/2026,10000371,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,01590132,ART SPACE PORTSMOUTH LIMITED,TRUE,null,17/07/2026,10000372,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
23/09/2015,01035378,ARTEMIS SCHOOL OF SPEECH AND DRAMA LTD.,FALSE,null,21/06/2015,10000373,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
15/12/2010,null,ARTHUR MELLOWS VILLAGE COLLEGE,FALSE,null,29/07/2005,10000374,110875,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,04917066,THE ARTHUR RANK CENTRE,TRUE,null,11/05/2022,10000375,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
20/06/2016,04260885,ARTHUR RANK TRAINING,FALSE,null,18/04/2016,10000376,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
09/07/2007,03648570,ARTIKAL FILMS LIMITED,FALSE,null,19/04/2007,10000377,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,04276250,ARTLINK CENTRE FOR COMMUNITY ARTS,TRUE,null,29/08/2024,10000378,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
26/09/2025,02456840,ARTLINK WEST YORKSHIRE,FALSE,null,13/01/2025,10000379,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
19/07/2011,03276371,ARTS & MEDIA TRAINING LTD,FALSE,null,07/03/2011,10000380,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,00712444,ARTS EDUCATIONAL SCHOOLS(THE),TRUE,Arts Educational Schools,10/05/2026,10000381,102551,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
06/12/2019,03848339,ARTS EXPRESS,FALSE,null,25/08/2019,10000382,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,02491685,ARTS FACTORY LTD,TRUE,null,18/07/2026,10000383,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
09/07/2007,03732865,ARTS IN REGENERATION (SPEKE GARSTON) LIMITED,FALSE,null,19/04/2007,10000384,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,null,"ARTS UNIVERSITY BOURNEMOUTH, THE",TRUE,The Arts University Bournemouth,14/02/2018,10000385,133793,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
14/11/2007,02774083,THINK EQ.,FALSE,null,04/09/2006,10000386,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
28/11/2013,03195195,ARTS TRAINING CENTRAL,FALSE,null,06/12/2011,10000387,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
21/02/2019,03894397,THE ARTSWAY TRUST LIMITED,FALSE,Artsway,11/11/2018,10000388,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,02150619,ARTSWORK LIMITED,TRUE,null,17/07/2026,10000389,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
03/04/2007,04247560,ARTTS SKILLCENTRE LIMITED,FALSE,null,05/09/2006,10000390,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,01086582,ARVON FOUNDATION LIMITED (THE),TRUE,null,10/06/2025,10000391,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,03949641,ASCEND (CYMRU) LTD,TRUE,null,21/01/2026,10000392,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
05/11/2007,03427771,ASCENT 21,FALSE,null,19/04/2007,10000393,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,01329505,ASCOT RESIDENTIAL HOMES LIMITED,TRUE,null,02/02/2026,10000394,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,00464777,ASDA STORES LIMITED,TRUE,Asda,21/01/2026,10000395,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,02040174,ASHA NEIGHBOURHOOD PROJECT LIMITED,TRUE,null,14/09/2024,10000396,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
05/09/2006,03737296,ASHBURNHAM COMMUNITY ENTERPRISES LIMITED,FALSE,null,29/07/2005,10000397,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
11/04/2019,null,ASHBY SCHOOL,FALSE,null,14/08/2006,10000398,120303,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
03/01/2017,null,THE ASHCOMBE SCHOOL,FALSE,null,31/10/2016,10000399,125264,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
04/04/2012,null,ASHFIELD COMPREHENSIVE SCHOOL,FALSE,null,14/08/2006,10000400,122827,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,null,ASHFIELD DISTRICT COUNCIL,TRUE,null,21/07/2026,10000401,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
19/07/2011,04127453,ASHFIELD WOMEN'S CENTRE LIMITED,FALSE,null,07/03/2011,10000402,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
20/11/2017,null,ASHINGTON HIGH SCHOOL,FALSE,null,06/10/2017,10000403,122355,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
06/04/2011,null,ASHLAWN SCHOOL,FALSE,null,29/07/2005,10000404,125751,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,null,ASHLYNS SCHOOL,TRUE,null,14/07/2026,10000405,117578,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
17/12/2010,null,ASHMOLE SCHOOL,FALSE,null,29/07/2005,10000406,101363,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,02657259,ASHTON COURT GROUP LIMITED,TRUE,null,21/01/2026,10000407,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
06/07/2018,null,ASHTON PARK SCHOOL,FALSE,null,14/06/2018,10000408,109278,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
22/08/2019,null,ASHTON SIXTH FORM COLLEGE,FALSE,null,07/02/2018,10000409,130518,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
05/08/2024,03785886,ASHTREE MANAGEMENT SERVICES LTD.,FALSE,null,13/05/2024,10000410,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
09/01/2014,02048799,ASHWOOD MANAGEMENT CONSULTANTS LIMITED,FALSE,null,02/12/2011,10000411,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
06/11/2007,03679234,ASIAN AND ORIENTAL SCHOOL OF CATERING LIMITED,FALSE,null,19/04/2007,10000412,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
28/01/2009,04101489,ASIAN BALTI RESTAURANT ASSOCIATION LIMITED,FALSE,null,27/03/2007,10000413,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,03255856,ASIAN WOMENS PROJECT LIMITED,TRUE,null,20/02/2025,10000414,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,null,ASKHAM BRYAN COLLEGE,TRUE,null,21/07/2026,10000415,130595,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,02162156,ASPECT INTERNATIONAL LANGUAGE ACADEMIES LIMITED,TRUE,Kaplan International Colleges,21/01/2026,10000416,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,04009369,ASPECT TRAINING LIMITED,TRUE,null,17/07/2026,10000417,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,null,ASPERGER EAST ANGLIA,TRUE,null,07/06/2018,10000418,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,null,ASPHALEIA ACTION,TRUE,null,22/01/2019,10000419,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
13/07/2015,null,THE BRIDGE,FALSE,null,03/04/2015,10000420,116572,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,04551344,ASPIRATION TRAINING LIMITED,TRUE,null,02/09/2025,10000421,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
02/03/2011,04207642,ASSA T&D LIMITED,FALSE,null,27/03/2007,10000422,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
15/04/2008,04851131,ASSA TRAINING AND LEARNING LIMITED,FALSE,null,27/03/2007,10000423,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
01/06/2015,04740382,MORE TRAINING LIMITED,FALSE,null,31/03/2015,10000424,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
03/08/2016,03006694,ASSESSMENT NORTH EAST LIMITED,FALSE,null,23/05/2016,10000425,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,SC257135,ASSET IT LTD,TRUE,null,21/01/2026,10000426,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,03622905,ASSET TRAINING & CONSULTANCY LIMITED,TRUE,null,17/07/2026,10000427,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
05/11/2007,04313893,ECUNAC LTD,FALSE,Assetz Training,28/03/2007,10000428,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
25/05/2007,02718690,ASSOCIATED CARE TRAINING LIMITED,FALSE,null,05/09/2006,10000429,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,04386509,ASSOCIATED TRAINERS LTD,TRUE,null,05/11/2024,10000430,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
10/02/2017,03109460,ATC SAFETY SERVICES LIMITED,FALSE,Associated Training & Consultancy,21/11/2016,10000431,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
05/08/2019,02833224,ASSOCIATED TRAINING PROVIDERS LIMITED,FALSE,null,05/04/2019,10000432,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
18/11/2011,null,THE ASSOCIATION OF BLIND AND PARTIALLY SIGHTED TEACHERS AND STUDENTS,FALSE,ABAPSTAS,14/06/2011,10000433,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,03216271,ASSOCIATION OF COLLEGES,TRUE,null,13/06/2024,10000434,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
02/11/2006,03346320,"ASSOCIATION OF COMMUNITY DEVELOPMENT AGENCIES (A.C.D.A.) (INCORPORATING - C.E.D.I.C., SAFE HANDS AND DO-DROP-IN COMMUNITY PROJECT)",FALSE,null,29/07/2005,10000435,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
18/08/2014,05067566,ASTBURY SAILSPORTS LIMITED,FALSE,null,14/06/2014,10000436,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,04705537,ASTER INTERIM SOLUTIONS LIMITED,TRUE,null,29/09/2024,10000437,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,null,SEATON VALLEY HIGH SCHOOL,TRUE,null,02/05/2026,10000438,122374,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
09/05/2011,null,ASTON COMPREHENSIVE SCHOOL,FALSE,null,29/07/2005,10000439,106957,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,05157318,ASTON RECRUITMENT & TRAINING LIMITED,TRUE,null,17/07/2026,10000440,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,03302206,HAPPY CHILD LIMITED,TRUE,null,18/07/2026,10000441,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
03/06/2012,null,ASTOR COLLEGE (A SPECIALIST COLLEGE FOR THE ARTS),FALSE,null,13/09/2011,10000442,118807,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,04511241,ASTROLOGYCOLLEGE.COM,TRUE,null,21/01/2026,10000443,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
19/08/2019,04547550,ASW2 LIMITED,FALSE,null,30/07/2019,10000444,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
20/10/2017,02706335,A T COMPUTERS LIMITED,FALSE,null,17/07/2017,10000445,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,01028790,KAPLAN FINANCIAL LIMITED,TRUE,Kaplan Financial,14/12/2025,10000446,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
03/04/2007,04730138,ATHENE CONSULTANCY LIMITED,FALSE,Athene College Of Management Studies,27/03/2007,10000447,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
04/10/2018,04642826,ATHERTON TRAINING CONSULTANTS LIMITED,FALSE,null,10/08/2018,10000448,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
06/01/2014,null,ATTLEBOROUGH HIGH SCHOOL,FALSE,null,29/07/2005,10000449,121167,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
10/03/2008,02120176,AUCKLAND TRAINING ORGANISATION LIMITED,FALSE,null,27/03/2007,10000450,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
15/12/2010,null,AUDENSHAW SCHOOL,FALSE,null,05/10/2010,10000451,106273,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,03809081,AURELIA TRAINING LIMITED,TRUE,null,11/03/2026,10000452,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
06/07/2012,02245685,AURORA BUSINESS DEVELOPMENT LIMITED,FALSE,null,22/11/2011,10000453,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
05/12/2011,05092668,AURORA PERCEPTIONS LIMITED,FALSE,null,02/12/2011,10000454,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,02967721,AUSTIN COMMUNITY ENTERPRISE LIMITED,TRUE,null,21/01/2026,10000455,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
10/12/2018,00415578,AUTAVIS LIMITED,FALSE,null,09/09/2018,10000456,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
18/04/2017,04395045,AUTHORGRAPHIC LIMITED,FALSE,null,05/01/2017,10000457,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
08/11/2021,03981774,MINTLPG LIMITED,FALSE,null,31/08/2021,10000458,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,01878835,AUTOMOBILE ASSOCIATION DEVELOPMENTS LIMITED,TRUE,AA Driving School,27/09/2024,10000459,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,02922597,AUTOMOTIVE TRANSPORT TRAINING LIMITED,TRUE,null,26/04/2026,10000460,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
null,04671705,AVALON COMPUTER TRAINING LIMITED,TRUE,null,21/01/2026,10000461,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
08/08/2007,02785472,AVALON SCHOOL OF ENGLISH LIMITED,FALSE,null,20/04/2007,10000462,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
08/10/2013,03730853,AVECIA LIMITED,FALSE,null,05/12/2011,10000463,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
08/11/2007,04768414,AVENUES TRAINING SERVICES LTD,FALSE,null,05/09/2006,10000464,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
05/09/2006,04708679,AVIANA CONSULTING LIMITED,FALSE,null,29/07/2005,10000465,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
19/01/2010,04158378,AVOIDD LIMITED,FALSE,null,18/12/2009,10000466,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
20/03/2007,05207991,AVON FIRST AID CONSULTANCY LTD,FALSE,null,29/09/2006,10000467,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
10/11/2015,01762805,AVON VALE TRAINING LIMITED,FALSE,null,09/10/2015,10000468,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
06/11/2025,04657400,ANDREW WAKELY ASSOCIATES LIMITED,FALSE,Avtech 2000,30/09/2025,10000469,null,PUB.UKRLP.dbo.ProviderInstance,a97e2eb1-c959-4c26-8064-6961d76df731
