Provider.Ukprn,Provider.Urn,Provider.Name,ProviderType.ProviderType,ProviderType.ProviderTypeCode,ProviderType.Store_ProviderType,ProviderType.Store_ProviderTypeCode,ProviderSubType.ProviderSubtype,ProviderSubType.ProviderSubtypeCode,ProviderSubType.Store_ProviderSubtype,ProviderSubType.Store_ProviderSubtypeCode,FurtherEducationType.FurtherEducationType,FurtherEducationType.Code,Authority.Authority,Authority.Code,Provider.DateOpened,Provider.DateClosed,ReasonEstablishmentOpened.ReasonEstablishmentOpened,ReasonEstablishmentOpened.Code,ReasonEstablishmentClosed.ReasonEstablishmentClosed,ReasonEstablishmentClosed.Code,PaymentOrganisation.Name,PaymentOrganisation.Ukprn,PaymentOrganisation.TrustCode,PaymentOrganisation.Urn,PaymentOrganisation.PaymentOrganisationType,PaymentOrganisation.CompanyHouseNumber,PaymentOrganisation.GroupIdNumber,ProviderStatus.ProviderStatus,ProviderStatus.Code,PhaseOfEducation.PhaseOfEducation,PhaseOfEducation.Code,Provider.StatutoryLowAge,Provider.StatutoryHighAge,Provider.EstablishmentNumber,Provider.DfeEstablishmentNumber,Provider.Postcode,Provider.Town,Provider.Street,Provider.Locality,Provider.Address3,TrustStatus.TrustStatus,TrustStatus.Code,Provider.PreviousLaCode,Provider.PreviousLaName,Provider.PreviousEstablishmentNumber,Provider.RscRegionName,Provider.RscRegionCode,Provider.GovernmentOfficeRegionName,Provider.GovernmentOfficeRegionCode,Provider.DistrictName,Provider.DistrictCode,Provider.WardName,Provider.WardCode,Provider.CensusWardName,Provider.CensusWardCode,Provider.MiddleSuperOutputAreaName,Provider.MiddleSuperOutputAreaCode,Provider.LowerSuperOutputAreaName,Provider.LowerSuperOutputAreaCode,Provider.ParliamentaryConstituencyName,Provider.ParliamentaryConstituencyCode,Provider.CountryCode,Provider.CountryName,Provider.OfficialSixthFormCode,Provider.OfficialSixthFormName,Stream,Period
10065951,145210,Greenacres Primary School and Language Impairment Unit,Academies,10,,,Academy converter,34,,,Not applicable,00,Greenwich,203,01/11/2017,,Academy Converter,10,,99,MARITIME ACADEMY TRUST,10058002,16311,,Multi-academy trust,10264735,TR03442,Open,1,Primary,2,2,11,2266,2032266,SE9 3JN,London,Witherston Way,Eltham,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,"Mottingham, Coldharbour & New Eltham",E05014086,,999999,Greenwich 031,E02000343,Greenwich 031C,E01001602,Eltham and Chislehurst,E14001223,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078037,100162,Greenslade Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,4,11,2915,2032915,SE18 2QQ,London,Erindale,Plumstead Common,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Plumstead Common,E05014088,,999999,Greenwich 017,E02000329,Greenwich 017B,E01001683,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078050,100129,Haimo Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2271,2032271,SE9 6DY,London,Haimo Road,Eltham,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Eltham Page,E05014077,,999999,Greenwich 025,E02000337,Greenwich 025A,E01001620,Eltham and Chislehurst,E14001223,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10063110,143597,Halstow Primary School,Academies,10,,,Academy converter,34,,,Not applicable,00,Greenwich,203,01/07/2017,,Academy Converter,10,,99,THE COMPASS PARTNERSHIP OF SCHOOLS,10064633,16726,,Multi-academy trust,10360957,TR03593,Open,1,Primary,2,5,11,2275,2032275,SE10 0LD,London,Halstow Road,Greenwich,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,East Greenwich,E05014076,,999999,Greenwich 037,E02006930,Greenwich 037C,E01001665,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10074741,100031,Hampstead Parochial Church of England Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,4,11,3352,2023352,NW3 6TX,London,"Hampstead Parochial School , Holly Bush Vale",Hampstead,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Frognal,E05013657,,999999,Camden 004,E02000169,Camden 004B,E01000879,Hampstead and Highgate,E14001265,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10088230,148614,Hawksmoor School,Academies,10,,,Academy sponsor led,28,,,,99,Greenwich,203,01/04/2021,,New Provision,06,,99,ENDEAVOUR PARTNERSHIP TRUST,10064156,16327,,Multi-academy trust,10245189,TR03534,Open,1,Primary,2,3,11,2001,2032001,SE28 8AS,London,Bentham Road,Thamesmead,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Thamesmead Moorings,E05014090,,999999,Greenwich 002,E02000314,Greenwich 002B,E01001688,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10075421,100015,Hawley Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,2290,2022290,NW1 8RP,London,Hawley Road,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Camden Town,E05013655,,999999,Camden 019,E02000184,Camden 019A,E01000856,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078049,100131,Henwick Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2299,2032299,SE9 6NZ,London,Henwick Road,Eltham,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Eltham Page,E05014077,,999999,Greenwich 025,E02000337,Greenwich 025D,E01001624,Eltham and Chislehurst,E14001223,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078039,100158,Heronsgate Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2900,2032900,SE28 0EA,London,Whinchat Road,,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,West Thamesmead,E05014091,,999999,Greenwich 007,E02000319,Greenwich 007G,E01033744,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10074739,100033,"Holy Trinity and Saint Silas CofE Primary School, NW1",Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,4,11,3361,2023361,NW1 8DE,London,Hartland Road,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Camden Town,E05013655,,999999,Camden 019,E02000184,Camden 019A,E01000856,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10074740,100032,"Holy Trinity CofE Primary School, NW3",Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,4,11,3359,2023359,NW3 5SQ,London,Trinity Walk,Maresfield Gardens,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Belsize,E05013652,,999999,Camden 008,E02000173,Camden 008C,E01000883,Hampstead and Highgate,E14001265,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10063109,143598,Horn Park Primary School,Academies,10,,,Academy converter,34,,,Not applicable,00,Greenwich,203,01/07/2017,,Academy Converter,10,,99,THE COMPASS PARTNERSHIP OF SCHOOLS,10064633,16726,,Multi-academy trust,10360957,TR03593,Open,1,Primary,2,4,11,2313,2032313,SE12 9BT,London,Alnwick Road,Lee,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Middle Park & Horn Park,E05014085,,999999,Greenwich 029,E02000341,Greenwich 029B,E01001654,Eltham and Chislehurst,E14001223,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078048,100134,Invicta Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2325,2032325,SE3 7HE,London,Invicta Road,Greenwich,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Blackheath Westcombe,E05014073,,999999,Greenwich 016,E02000328,Greenwich 016A,E01001581,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078187,131246,James Wolfe Primary School and Centre for the Deaf,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,01/09/1997,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2921,2032921,SE10 8RZ,London,Royal Hill,,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Greenwich Park,E05014081,,999999,Greenwich 038,E02006931,Greenwich 038C,E01001642,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10069857,100034,Kentish Town Church of England Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,3370,2023370,NW5 2TU,London,Islip Street,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Kentish Town South,E05013664,,999999,Camden 003,E02000168,Camden 003C,E01000921,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10092131,149683,Kidbrooke Park Primary School,Academies,10,,,Academy converter,34,,,,99,Greenwich,203,01/10/2023,,Academy Converter,10,,99,THE COMPASS PARTNERSHIP OF SCHOOLS,10064633,16726,,Multi-academy trust,10360957,TR03593,Open,1,Primary,2,3,11,2353,2032353,SE3 8JG,London,202a Holburne Road,,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Kidbrooke Park,E05014083,,999999,Greenwich 022,E02000334,Greenwich 022C,E01001648,Eltham and Chislehurst,E14001223,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10052491,140686,Kings Cross Academy,Academies,10,,,Academy sponsor led,28,,,Not applicable,00,Camden,202,01/09/2015,,New Provision,06,,99,KING'S CROSS ACADEMY TRUST,10060691,15819,,Single-academy trust,08803983,TR02790,Open,1,Primary,2,3,11,2002,2022002,N1C 4BT,London,Plimsoll Building,4 Wollstonecraft Street,,Supported by a single-academy trust,5,999,,,,,London,H,Camden,E09000007,King's Cross,E05013666,,999999,Camden 022,E02000187,Camden 022F,E01035708,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10073615,132245,Kingsgate Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Camden,202,01/09/2000,,Result of Amalgamation,01,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,2843,2022843,NW6 4LB,London,Kingsgate Road,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Kilburn,E05013665,,999999,Camden 013,E02000178,Camden 013C,E01000931,Hampstead and Highgate,E14001265,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078038,100159,Linton Mead Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2901,2032901,SE28 8DT,London,Central Way,Thamesmead,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Thamesmead Moorings,E05014090,,999999,Greenwich 002,E02000314,Greenwich 002B,E01001688,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10077179,100137,Meridian Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2410,2032410,SE10 9NY,London,Old Woolwich Road,Greenwich,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,East Greenwich,E05014076,,999999,Greenwich 037,E02006930,Greenwich 037B,E01001664,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10075294,130921,Middle Park Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,01/09/1996,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2918,2032918,SE9 5RX,London,Middle Park Avenue,Eltham,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Middle Park & Horn Park,E05014085,,999999,Greenwich 029,E02000341,Greenwich 029A,E01001653,Eltham and Chislehurst,E14001223,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10057782,143211,Millennium Primary School,Academies,10,,,Academy converter,34,,,Not applicable,00,Greenwich,203,01/09/2016,,Academy Converter,10,,99,MARITIME ACADEMY TRUST,10058002,16311,,Multi-academy trust,10264735,TR03442,Open,1,Primary,2,3,11,2018,2032018,SE10 0BG,London,50 John Harrison Way,Greenwich,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Greenwich Peninsula,E05014082,,999999,Greenwich 041,E02006993,Greenwich 041E,E01033732,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078043,100149,Montbelle Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2798,2032798,SE9 3EY,London,Milverton Way,Eltham,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,"Mottingham, Coldharbour & New Eltham",E05014086,,999999,Greenwich 031,E02000343,Greenwich 031D,E01001603,Eltham and Chislehurst,E14001223,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078055,100114,Morden Mount Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2071,2032071,SE13 7QP,London,Lewisham Road,,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Greenwich Park,E05014081,,999999,Greenwich 038,E02006931,Greenwich 038A,E01001638,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10069171,100163,Mulgrave Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,2,11,2916,2032916,SE18 5DL,London,Rectory Place,Woolwich,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Woolwich Dockyard,E05014094,,999999,Greenwich 005,E02000317,Greenwich 005A,E01001705,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10069172,100018,Netley Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,2,11,2436,2022436,NW1 3EX,London,74 Stanhope Street,Camden,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Regent's Park,E05013668,,999999,Camden 023,E02000188,Camden 023F,E01035710,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078060,100019,New End Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,2438,2022438,NW3 1HU,London,Streatley Place,Hampstead,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Hampstead Town,E05013659,,999999,Camden 002,E02000167,Camden 002C,E01000895,Hampstead and Highgate,E14001265,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10065954,145215,Nightingale Primary School,Academies,10,,,Academy converter,34,,,Not applicable,00,Greenwich,203,01/11/2017,,Academy Converter,10,,99,MARITIME ACADEMY TRUST,10058002,16311,,Multi-academy trust,10264735,TR03442,Open,1,Primary,2,3,11,2902,2032902,SE18 7JJ,London,Bloomfield Road,Woolwich,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Woolwich Common,E05014093,,999999,Greenwich 011,E02000323,Greenwich 011D,E01001700,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076006,100179,Notre Dame Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Greenwich,203,,31/03/2025,Not applicable,00,Academy Converter,10,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Closed,2,Primary,2,5,11,3662,2033662,SE18 3SJ,London,169 Eglinton Road,,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Shooters Hill,E05014089,,999999,Greenwich 015,E02000327,Greenwich 015A,E01001698,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10096788,151400,Notre Dame Catholic Primary School,Academies,10,,,Academy converter,34,,,,99,Greenwich,203,01/04/2025,,Academy Converter,10,,99,ST OSCAR ROMERO CATHOLIC ACADEMY TRUST,10088706,17515,,Multi-academy trust,13260387,TR03988,Open,1,Primary,2,5,11,3662,2033662,SE18 3SJ,London,169 Eglinton Road,,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Shooters Hill,E05014089,,999999,Greenwich 015,E02000327,Greenwich 015A,E01001698,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076013,100168,Our Lady of Grace Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,4,11,3382,2033382,SE7 7HR,London,16 Highcombe,Charlton,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Charlton Hornfair,E05014074,,999999,Greenwich 014,E02000326,Greenwich 014D,E01001594,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076014,100048,Our Lady Roman Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,3655,2023655,NW1 0DP,London,Pratt Street,Camden,,Not applicable,0,999,,,,,London,H,Camden,E09000007,St Pancras & Somers Town,E05013669,,999999,Camden 019,E02000184,Camden 019B,E01000861,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078046,100140,Plumcroft Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2471,2032471,SE18 3HW,London,Plum Lane,Plumstead,Plumcroft Primary School,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Shooters Hill,E05014089,,999999,Greenwich 020,E02000332,Greenwich 020C,E01001681,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10073851,100020,Primrose Hill School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,2,11,2475,2022475,NW1 8JL,London,Princess Road,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Primrose Hill,E05013667,,999999,Camden 018,E02000183,Camden 018E,E01000862,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10077182,100021,Rhyl Community Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,2,11,2502,2022502,NW5 3HB,London,Rhyl Street,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Haverstock,E05013660,,999999,Camden 012,E02000177,Camden 012A,E01000900,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10078059,100022,Richard Cobden Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,2507,2022507,NW1 0LL,London,Camden Street,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,St Pancras & Somers Town,E05013669,,999999,Camden 019,E02000184,Camden 019E,E01000959,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10062310,143593,Rockliffe Manor Primary School,Academies,10,,,Academy converter,34,,,Not applicable,00,Greenwich,203,01/06/2017,,Academy Converter,10,,99,INSPIRE PARTNERSHIP ACADEMY TRUST,10064647,16696,,Multi-academy trust,10421212,TR03522,Open,1,Primary,2,3,11,2804,2032804,SE18 2NP,London,Bassant Road,,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Plumstead Common,E05014088,,999999,Greenwich 033,E02006786,Greenwich 033B,E01001671,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076020,100035,Rosary Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,3391,2023391,NW3 2AE,London,238 Haverstock Hill,Hampstead,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Gospel Oak,E05013658,,999999,Camden 008,E02000173,Camden 008E,E01000898,Hampstead and Highgate,E14001265,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10017496,100094,Royal Free Hospital Children's School,Special schools,5,,,Community special school,07,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Not applicable,0,5,16,7201,2027201,NW3 2QG,London,Floor 6 - 6 West B,Pond Street,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Gospel Oak,E05013658,,999999,Camden 008,E02000173,Camden 008E,E01000898,Hampstead and Highgate,E14001265,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10068732,100171,Saint Mary Magdalene Church of England All Through School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,All-through,7,3,18,3526,2033526,SE18 5PW,London,Kingsman Street,,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Woolwich Dockyard,E05014094,,999999,Greenwich 042,E02006994,Greenwich 042B,E01033737,Greenwich and Woolwich,E14001257,GB,United Kingdom,1,Has a sixth form,PSG,SY2425
10078045,100141,Sherington Primary School,Local authority maintained schools,4,,,Community school,01,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,2552,2032552,SE7 7JP,London,Wyndcliff Road,Charlton,Wyndcliff Road,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Charlton Hornfair,E05014074,,999999,Greenwich 014,E02000326,Greenwich 014C,E01001593,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10063111,143596,South Rise Primary School,Academies,10,,,Academy converter,34,,,Not applicable,00,Greenwich,203,01/07/2017,,Academy Converter,10,,99,THE COMPASS PARTNERSHIP OF SCHOOLS,10064633,16726,,Multi-academy trust,10360957,TR03593,Open,1,Primary,2,3,11,2920,2032920,SE18 7PX,London,Brewery Road,Plumstead,,Supported by a multi-academy trust,3,999,,,,,London,H,Greenwich,E09000011,Plumstead & Glyndon,E05014087,,999999,Greenwich 007,E02000319,Greenwich 007C,E01001632,Erith and Thamesmead,E14001229,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10079316,100036,St Alban's Church of England Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,3398,2023398,EC1N 7SD,London,Baldwins Gardens,Holborn,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Holborn & Covent Garden,E05013662,,999999,Camden 027,E02000192,Camden 027C,E01000917,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10079311,100174,St Alfege with St Peter's Church of England Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Greenwich,203,,,Not applicable,00,Not applicable,00,ROYAL BOROUGH OF GREENWICH,10003990,,,LA,,,Open,1,Primary,2,3,11,3577,2033577,SE10 9RB,London,Creek Road,Greenwich,,Not applicable,0,999,,,,,London,H,Greenwich,E09000011,Greenwich Creekside,E05014080,,999999,Greenwich 035,E02006928,Greenwich 035F,E01034179,Greenwich and Woolwich,E14001257,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10076015,100047,St Eugene de Mazenod Roman Catholic Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,4,11,3649,2023649,NW6 4LS,London,Mazenod Avenue,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Kilburn,E05013665,,999999,Camden 020,E02000185,Camden 020C,E01000933,Hampstead and Highgate,E14001265,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
10079315,100040,St George the Martyr Church of England Primary School,Local authority maintained schools,4,,,Voluntary aided school,02,,,Not applicable,00,Camden,202,,,Not applicable,00,Not applicable,00,CAMDEN LONDON BOROUGH COUNCIL,10003988,,,LA,,,Open,1,Primary,2,3,11,3441,2023441,WC1N 2NX,London,John's Mews,,,Not applicable,0,999,,,,,London,H,Camden,E09000007,Holborn & Covent Garden,E05013662,,999999,Camden 027,E02000192,Camden 027D,E01000920,Holborn and St Pancras,E14001290,GB,United Kingdom,2,Does not have a sixth form,PSG,SY2425
